2011-02-10 19:29:11 Notice: Notice (8): Undefined variable: response in [/var/www/fasa/trunk/app/controllers/onereports_controller.php, line 113]
2011-02-17 22:28:34 Notice: Notice (8): Undefined variable: fee in [/var/www/fasa/trunk/app/controllers/tworeports_controller.php, line 649]
2011-02-17 22:43:42 Notice: Notice (8): Undefined variable: plot in [/var/www/fasa/trunk/app/views/tworeports/radial.ctp, line 32]
2011-02-17 22:44:02 Notice: Notice (8): Undefined variable: plot in [/var/www/fasa/trunk/app/views/tworeports/radial.ctp, line 32]
2011-02-17 22:44:54 Notice: Notice (8): Undefined variable: data in [/var/www/fasa/trunk/app/views/tworeports/radial.ctp, line 14]
2011-02-17 23:19:24 Notice: Notice (8): Undefined index: 01 in [/var/www/fasa/trunk/app/controllers/tworeports_controller.php, line 665]
2011-02-17 23:19:24 Notice: Notice (8): Undefined index: 02 in [/var/www/fasa/trunk/app/controllers/tworeports_controller.php, line 665]
2011-02-17 23:19:45 Notice: Notice (8): Undefined index: 01 in [/var/www/fasa/trunk/app/controllers/tworeports_controller.php, line 665]
2011-02-17 23:19:45 Notice: Notice (8): Undefined index: 02 in [/var/www/fasa/trunk/app/controllers/tworeports_controller.php, line 665]
2011-02-19 23:02:54 Notice: Notice (8): Undefined index: group in [/var/www/fasa/trunk/app/views/layouts/default.ctp, line 175]
2011-02-19 23:02:54 Notice: Notice (8): Undefined index: group in [/var/www/fasa/trunk/app/views/layouts/default.ctp, line 194]
2011-02-19 23:02:54 Notice: Notice (8): Undefined index: group in [/var/www/fasa/trunk/app/views/layouts/default.ctp, line 175]
2011-02-19 23:02:54 Notice: Notice (8): Undefined index: group in [/var/www/fasa/trunk/app/views/layouts/default.ctp, line 194]
2011-02-19 23:02:54 Notice: Notice (8): Undefined index: group in [/var/www/fasa/trunk/app/views/layouts/default.ctp, line 175]
2011-02-19 23:02:54 Notice: Notice (8): Undefined index: group in [/var/www/fasa/trunk/app/views/layouts/default.ctp, line 194]
2011-02-19 23:03:00 Notice: Notice (8): Undefined index: group in [/var/www/fasa/trunk/app/views/layouts/default.ctp, line 194]
2011-02-19 23:03:01 Notice: Notice (8): Undefined index: group in [/var/www/fasa/trunk/app/views/layouts/default.ctp, line 194]
2011-02-19 23:03:01 Notice: Notice (8): Undefined index: group in [/var/www/fasa/trunk/app/views/layouts/default.ctp, line 194]
2011-02-19 23:03:02 Notice: Notice (8): Undefined index: group in [/var/www/fasa/trunk/app/views/layouts/default.ctp, line 194]
2011-02-19 23:03:02 Notice: Notice (8): Undefined index: group in [/var/www/fasa/trunk/app/views/layouts/default.ctp, line 194]
2011-02-19 23:03:02 Notice: Notice (8): Undefined index: group in [/var/www/fasa/trunk/app/views/layouts/default.ctp, line 194]
2011-02-19 23:03:02 Notice: Notice (8): Undefined index: group in [/var/www/fasa/trunk/app/views/layouts/default.ctp, line 194]
2011-02-19 23:04:03 Notice: Notice (8): session_start() [http://php.net/function.session-start]: ps_files_cleanup_dir: opendir(/var/lib/php5) failed: Permiso denegado (13) in [/var/www/fasa/trunk/cake/libs/cake_session.php, line 587]
2011-02-19 23:25:29 Notice: Notice (8): Undefined property: View::$Auth in [/var/www/fasa/trunk/app/views/layouts/default.ctp, line 174]
2011-02-19 23:25:29 Notice: Notice (8): Trying to get property of non-object in [/var/www/fasa/trunk/app/views/layouts/default.ctp, line 174]
2011-02-19 23:25:30 Notice: Notice (8): Undefined property: View::$Auth in [/var/www/fasa/trunk/app/views/layouts/default.ctp, line 174]
2011-02-19 23:25:30 Notice: Notice (8): Trying to get property of non-object in [/var/www/fasa/trunk/app/views/layouts/default.ctp, line 174]
2011-02-19 23:26:07 Notice: Notice (8): Undefined property: View::$Auth in [/var/www/fasa/trunk/app/views/layouts/default.ctp, line 174]
2011-02-19 23:26:20 Notice: Notice (8): Undefined property: View::$Auth in [/var/www/fasa/trunk/app/views/layouts/default.ctp, line 174]
2011-02-19 23:26:27 Notice: Notice (8): Undefined property: View::$Auth in [/var/www/fasa/trunk/app/views/layouts/default.ctp, line 174]
2011-02-19 23:26:31 Notice: Notice (8): Undefined property: View::$Auth in [/var/www/fasa/trunk/app/views/layouts/default.ctp, line 174]
2011-02-21 13:49:56 Notice: Notice (8): Undefined index: Project in [/var/www/fasa/trunk/app/controllers/projects_controller.php, line 30]
2011-02-21 13:49:56 Notice: Notice (8): Undefined property: ProjectsController::$Projectfile in [/var/www/fasa/trunk/app/controllers/projects_controller.php, line 32]
2011-02-21 13:50:25 Notice: Notice (8): Undefined index: Project in [/var/www/fasa/trunk/app/controllers/projects_controller.php, line 30]
2011-02-21 13:50:25 Notice: Notice (8): Undefined property: ProjectsController::$Projectfile in [/var/www/fasa/trunk/app/controllers/projects_controller.php, line 32]
2011-02-21 13:51:43 Notice: Notice (8): Undefined index: Project in [/var/www/fasa/trunk/app/controllers/projects_controller.php, line 30]
2011-02-21 13:51:43 Notice: Notice (8): Undefined property: ProjectsController::$Projectfile in [/var/www/fasa/trunk/app/controllers/projects_controller.php, line 32]
2011-02-21 13:51:55 Notice: Notice (8): Undefined index: Project in [/var/www/fasa/trunk/app/controllers/projects_controller.php, line 31]
2011-02-21 13:51:55 Notice: Notice (8): Undefined property: ProjectsController::$Projectfile in [/var/www/fasa/trunk/app/controllers/projects_controller.php, line 33]
2011-02-21 13:52:11 Notice: Notice (8): Undefined property: ProjectsController::$Projectfile in [/var/www/fasa/trunk/app/controllers/projects_controller.php, line 33]
2011-02-21 13:52:32 Notice: Notice (8): Undefined property: ProjectsController::$Projectfile in [/var/www/fasa/trunk/app/controllers/projects_controller.php, line 34]
2011-02-21 13:53:27 Notice: Notice (8): Undefined property: ProjectsController::$Projectfile in [/var/www/fasa/trunk/app/controllers/projects_controller.php, line 34]
2011-02-21 13:54:10 Notice: Notice (8): Undefined offset: -1 in [/var/www/fasa/trunk/app/controllers/projects_controller.php, line 32]
2011-02-21 14:05:21 Notice: Notice (8): Undefined offset: 0 in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 197]
2011-02-21 14:05:40 Notice: Notice (8): Undefined offset: 0 in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 203]
2011-02-21 14:06:54 Notice: Notice (8): Undefined offset: 0 in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 203]
2011-02-21 14:08:17 Notice: Notice (8): Undefined offset: 0 in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 203]
2011-02-21 14:10:27 Notice: Notice (8): Undefined offset: 0 in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 203]
2011-02-21 14:12:29 Notice: Notice (8): Undefined offset: 0 in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 203]
2011-02-21 14:13:46 Notice: Notice (8): Undefined offset: 0 in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 203]
2011-02-21 14:14:26 Notice: Notice (8): Undefined offset: 0 in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 203]
2011-02-21 14:15:12 Notice: Notice (8): Undefined offset: 0 in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 203]
2011-02-21 14:16:06 Notice: Notice (8): Undefined offset: 0 in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 203]
2011-02-21 14:16:19 Notice: Notice (8): Undefined offset: 0 in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 203]
2011-02-21 14:20:59 Notice: Notice (8): Undefined index: id in [/var/www/fasa/trunk/app/controllers/onereports_controller.php, line 338]
2011-02-21 14:20:59 Notice: Notice (8): Undefined offset: 0 in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 203]
2011-02-21 14:21:35 Notice: Notice (8): Undefined offset: 0 in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 203]
2011-02-21 14:22:13 Notice: Notice (8): Undefined offset: 0 in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 197]
2011-02-21 14:22:51 Notice: Notice (8): Undefined offset: 0 in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 197]
2011-02-21 14:24:22 Notice: Notice (8): Undefined index: nombre in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 202]
2011-02-21 14:24:42 Notice: Notice (8): Undefined index: nombre in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 202]
2011-02-21 14:28:38 Notice: Notice (8): Undefined index: nombre in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 202]
2011-02-21 14:31:08 Notice: Notice (8): Undefined index: nombre in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 203]
2011-02-21 14:31:19 Notice: Notice (8): Undefined index: nombre in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 203]
2011-02-21 14:31:47 Notice: Notice (8): Undefined index: id in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 203]
2011-02-21 14:33:30 Notice: Notice (8): Undefined index: Projectfile in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 209]
2011-02-21 14:33:51 Notice: Notice (8): Undefined index: Projectfile in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 209]
2011-02-21 14:33:51 Notice: Notice (8): Undefined index: Projectfile in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 210]
2011-02-21 14:34:32 Notice: Notice (8): Undefined index: Projectfile in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 210]
2011-02-21 14:35:09 Notice: Notice (8): Undefined index: Projectfile in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 210]
2011-02-21 14:36:35 Notice: Notice (8): Undefined index: Projectfile in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 210]
2011-02-21 14:37:27 Notice: Notice (8): Undefined index: Projectfile in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 210]
2011-02-21 14:38:12 Notice: Notice (8): Undefined index: id in [/var/www/fasa/trunk/app/controllers/onereports_controller.php, line 338]
2011-02-21 14:38:12 Notice: Notice (8): Undefined index: Projectfile in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 210]
2011-02-21 14:38:30 Notice: Notice (8): Undefined index: Projectfile in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 210]
2011-02-21 14:38:46 Notice: Notice (8): Undefined offset: 0 in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 203]
2011-02-21 14:38:46 Notice: Notice (8): Undefined index: Projectfile in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 210]
2011-02-21 14:39:07 Notice: Notice (8): Undefined index: Projectfile in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 210]
2011-02-21 14:39:41 Notice: Notice (8): Undefined index: Projectfile in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 210]
2011-02-21 14:39:53 Notice: Notice (8): Undefined index: Projectfile in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 210]
2011-02-21 14:40:13 Notice: Notice (8): Undefined index: Projectfile in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 210]
2011-02-21 14:40:13 Notice: Notice (8): Undefined index: nombre in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 211]
2011-02-21 14:40:32 Notice: Notice (8): Undefined index: Projectfile in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 210]
2011-02-21 14:40:32 Notice: Notice (8): Undefined index: filename in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 211]
2011-02-21 14:40:45 Notice: Notice (8): Undefined index: Projectfile in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 210]
2011-02-21 14:41:32 Notice: Notice (8): Undefined index: Projectfile in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 210]
2011-02-21 14:43:00 Notice: Notice (8): Undefined index: Projectfile in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 210]
2011-02-21 14:43:01 Notice: Notice (8): Undefined index: filename in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 211]
2011-02-21 14:43:15 Notice: Notice (8): Undefined index: Projectfile in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 210]
2011-02-21 14:43:31 Notice: Notice (8): Undefined index: Projectfile in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 210]
2011-02-21 14:45:46 Notice: Notice (8): Undefined index: Projectfile in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 210]
2011-02-21 14:46:22 Notice: Notice (8): Undefined index: Projectfile in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 210]
2011-02-21 14:46:42 Notice: Notice (8): Undefined index: Projectfile in [/var/www/fasa/trunk/app/views/onereports/abiertas.ctp, line 210]
2011-02-21 18:58:29 Notice: Notice (8): Undefined variable: onereport in [/var/www/fasa/trunk/app/views/onereports/ideas_unidad.ctp, line 6]
2011-02-21 18:58:29 Notice: Notice (8): Undefined variable: onereport in [/var/www/fasa/trunk/app/views/onereports/ideas_unidad.ctp, line 11]
2011-02-21 18:58:29 Notice: Notice (8): Undefined variable: onereport in [/var/www/fasa/trunk/app/views/onereports/ideas_unidad.ctp, line 16]
2011-02-21 18:58:29 Notice: Notice (8): Undefined variable: onereport in [/var/www/fasa/trunk/app/views/onereports/ideas_unidad.ctp, line 21]
2011-02-21 18:58:29 Notice: Notice (8): Undefined variable: onereport in [/var/www/fasa/trunk/app/views/onereports/ideas_unidad.ctp, line 26]
2011-02-21 18:58:29 Notice: Notice (8): Undefined variable: onereport in [/var/www/fasa/trunk/app/views/onereports/ideas_unidad.ctp, line 31]
2011-02-21 18:58:29 Notice: Notice (8): Undefined variable: onereport in [/var/www/fasa/trunk/app/views/onereports/ideas_unidad.ctp, line 36]
2011-02-21 18:58:29 Notice: Notice (8): Undefined variable: onereport in [/var/www/fasa/trunk/app/views/onereports/ideas_unidad.ctp, line 41]
2011-02-21 18:58:29 Notice: Notice (8): Undefined variable: onereport in [/var/www/fasa/trunk/app/views/onereports/ideas_unidad.ctp, line 46]
2011-02-21 18:58:29 Notice: Notice (8): Undefined variable: onereport in [/var/www/fasa/trunk/app/views/onereports/ideas_unidad.ctp, line 51]
2011-02-21 18:58:29 Notice: Notice (8): Undefined variable: onereport in [/var/www/fasa/trunk/app/views/onereports/ideas_unidad.ctp, line 56]
2011-02-21 18:58:29 Notice: Notice (8): Undefined variable: onereport in [/var/www/fasa/trunk/app/views/onereports/ideas_unidad.ctp, line 61]
2011-02-21 18:58:29 Notice: Notice (8): Undefined variable: onereport in [/var/www/fasa/trunk/app/views/onereports/ideas_unidad.ctp, line 66]
2011-02-21 18:58:29 Notice: Notice (8): Undefined variable: onereport in [/var/www/fasa/trunk/app/views/onereports/ideas_unidad.ctp, line 71]
2011-02-21 18:58:29 Notice: Notice (8): Undefined variable: onereport in [/var/www/fasa/trunk/app/views/onereports/ideas_unidad.ctp, line 76]
2011-02-21 18:58:29 Notice: Notice (8): Undefined variable: onereport in [/var/www/fasa/trunk/app/views/onereports/ideas_unidad.ctp, line 81]
2011-02-21 18:58:29 Notice: Notice (8): Undefined variable: onereport in [/var/www/fasa/trunk/app/views/onereports/ideas_unidad.ctp, line 86]
2011-02-21 18:58:29 Notice: Notice (8): Undefined variable: onereport in [/var/www/fasa/trunk/app/views/onereports/ideas_unidad.ctp, line 91]
2011-02-21 18:58:29 Notice: Notice (8): Undefined variable: onereport in [/var/www/fasa/trunk/app/views/onereports/ideas_unidad.ctp, line 96]
2011-02-21 18:58:29 Notice: Notice (8): Undefined variable: onereport in [/var/www/fasa/trunk/app/views/onereports/ideas_unidad.ctp, line 101]
2011-02-21 18:58:29 Notice: Notice (8): Undefined variable: onereport in [/var/www/fasa/trunk/app/views/onereports/ideas_unidad.ctp, line 109]
2011-02-21 18:58:29 Notice: Notice (8): Undefined variable: onereport in [/var/www/fasa/trunk/app/views/onereports/ideas_unidad.ctp, line 110]
2011-02-21 19:14:11 Notice: Notice (8): Undefined variable: nombreUnidad in [/var/www/fasa/trunk/app/views/onereports/ideas_unidad.ctp, line 45]
2011-02-21 19:14:11 Notice: Notice (8): Undefined variable: ideas in [/var/www/fasa/trunk/app/views/onereports/ideas_unidad.ctp, line 51]
2011-02-21 19:22:18 Notice: Notice (8): Undefined variable: band in [/var/www/fasa/trunk/app/views/onereports/ideas_unidad.ctp, line 107]
2011-02-21 19:45:01 Notice: Notice (8): Undefined variable: nombreUnidad in [/var/www/fasa/trunk/app/views/onereports/proyectos_emsefor.ctp, line 46]
2011-02-21 19:45:01 Notice: Notice (8): Undefined variable: ideas in [/var/www/fasa/trunk/app/views/onereports/proyectos_emsefor.ctp, line 54]
2011-02-21 19:45:09 Notice: Notice (8): Undefined variable: nombreUnidad in [/var/www/fasa/trunk/app/views/onereports/proyectos_emsefor.ctp, line 46]
2011-02-21 19:45:09 Notice: Notice (8): Undefined variable: ideas in [/var/www/fasa/trunk/app/views/onereports/proyectos_emsefor.ctp, line 54]
2011-02-21 19:45:26 Notice: Notice (8): Undefined variable: nombreUnidad in [/var/www/fasa/trunk/app/views/onereports/proyectos_emsefor.ctp, line 46]
